,data,x_n,y_n,z_n,x_mm,y_mm,z_mm,t,TR,orient
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-1/func/sub-RC4101_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4101/ses-2/func/sub-RC4101_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-1/func/sub-RC4103_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4103/ses-2/func/sub-RC4103_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-1/func/sub-RC4106_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4106/ses-2/func/sub-RC4106_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000000953674316,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-1/func/sub-RC4107_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4107/ses-2/func/sub-RC4107_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-1/func/sub-RC4109_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4109/ses-2/func/sub-RC4109_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-1/func/sub-RC4110_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4110/ses-2/func/sub-RC4110_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-1/func/sub-RC4111_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4111/ses-2/func/sub-RC4111_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-1/func/sub-RC4112_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4112/ses-2/func/sub-RC4112_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-1/func/sub-RC4113_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4113/ses-2/func/sub-RC4113_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-1/func/sub-RC4114_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4114/ses-2/func/sub-RC4114_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-1/func/sub-RC4115_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-2/func/sub-RC4115_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-2/func/sub-RC4115_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
Park_v_Control/ds001907-download/derivatives/sub-RC4115/ses-2/func/sub-RC4115_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,96,114,96,2.0,2.0,2.0,149,2.4000020027160645,LPI
