,data,x_n,y_n,z_n,x_mm,y_mm,z_mm,t,TR,orient
Park_v_Control/ds001907-download/sub-RC4213/ses-2/func/sub-RC4213_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4213/ses-2/func/sub-RC4213_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4213/ses-2/func/sub-RC4213_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4213/ses-2/func/sub-RC4213_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4213/ses-2/func/sub-RC4213_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-1/func/sub-RC4214_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4214/ses-2/func/sub-RC4214_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-1/func/sub-RC4215_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4215/ses-2/func/sub-RC4215_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-1/func/sub-RC4217_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4217/ses-2/func/sub-RC4217_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-1/func/sub-RC4218_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4218/ses-2/func/sub-RC4218_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-1/func/sub-RC4219_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4219/ses-2/func/sub-RC4219_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-1/func/sub-RC4220_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4220/ses-2/func/sub-RC4220_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-1/func/sub-RC4221_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4221/ses-2/func/sub-RC4221_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-1/func/sub-RC4224_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4224/ses-2/func/sub-RC4224_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-1/func/sub-RC4225_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4225/ses-2/func/sub-RC4225_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-1/func/sub-RC4226_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4226/ses-2/func/sub-RC4226_ses-2_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-5_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-1/func/sub-RC4227_ses-1_task-ANT_run-6_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-2/func/sub-RC4227_ses-2_task-ANT_run-1_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-2/func/sub-RC4227_ses-2_task-ANT_run-2_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-2/func/sub-RC4227_ses-2_task-ANT_run-3_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
Park_v_Control/ds001907-download/sub-RC4227/ses-2/func/sub-RC4227_ses-2_task-ANT_run-4_bold.nii.gz,Park_v_Control,80,80,43,3.0,3.0,3.0,149,2.4000020027160645,RPI
