Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
KNN-9,OSTEO,allpain_v_nopain,0.6710526315789473,,0.7368421052631579,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.6973684210526315,0.7368421052631579,-0.019736842105263164,-0.013157894736842146,-0.021929824561403577,0.0,0.0,0.0
KNN-10,OSTEO,allpain_v_nopain,0.7105263157894737,,0.7631578947368421,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7236842105263158,0.7368421052631579,-0.004934210526315819,-0.007894736842105288,-0.013157894736842035,0.026315789473684292,0.0,0.0
KNN-20,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_duloxetine,0.7333333333333333,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.72,0.7466666666666667,-0.0050000000000001155,-0.005333333333333301,-0.008888888888888946,0.0,0.0,0.0
LDA,OSTEO,allpain_v_duloxetine,0.44,,0.7466666666666667,0.5466666666666666,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.64,0.4533333333333333,0.7466666666666667,-0.1150000000000001,-0.08266666666666678,-0.1333333333333333,0.0,0.0,0.0
SVM,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.7333333333333333,0.72,0.7466666666666667,-0.00666666666666671,-0.010666666666666713,-0.013333333333333308,0.0,0.0,0.0
KNN-1,OSTEO,allpain_v_duloxetine,0.4266666666666667,,0.4666666666666667,0.4133333333333333,0.5333333333333333,0.44,0.2533333333333333,0.4266666666666667,0.4133333333333333,0.7466666666666667,-0.32500000000000007,-0.3333333333333334,-0.3822222222222223,-0.21333333333333337,-0.21333333333333337,-0.32
KNN-2,OSTEO,allpain_v_duloxetine,0.7333333333333333,,0.72,0.68,0.7333333333333333,0.7333333333333333,0.7466666666666667,0.6933333333333334,0.6666666666666666,0.7466666666666667,-0.03333333333333344,-0.03200000000000003,-0.04444444444444451,0.0,0.0,0.0
KNN-3,OSTEO,allpain_v_duloxetine,0.68,,0.6533333333333333,0.5466666666666666,0.7333333333333333,0.7066666666666667,0.7466666666666667,0.6666666666666666,0.6,0.7466666666666667,-0.08000000000000007,-0.05600000000000005,-0.0755555555555556,0.0,0.0,0.0
KNN-4,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.72,0.7466666666666667,0.7333333333333333,0.72,0.7466666666666667,-0.010000000000000009,-0.013333333333333308,-0.013333333333333308,0.0,0.0,0.0
KNN-5,OSTEO,allpain_v_duloxetine,0.72,,0.7466666666666667,0.7066666666666667,0.7466666666666667,0.7066666666666667,0.7466666666666667,0.6933333333333334,0.64,0.7466666666666667,-0.03333333333333344,-0.039999999999999925,-0.053333333333333344,0.0,0.0,0.0
KNN-6,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.7466666666666667,0.6933333333333334,0.7466666666666667,-0.008333333333333304,-0.01333333333333342,-0.017777777777777892,0.0,0.0,0.0
KNN-7,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7466666666666667,0.7333333333333333,0.6533333333333333,0.7466666666666667,-0.015000000000000013,-0.02400000000000002,-0.03555555555555556,0.0,0.0,0.0
KNN-8,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7466666666666667,-0.0016666666666667052,-0.002666666666666706,-0.004444444444444473,0.0,0.0,0.0
KNN-9,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.68,0.7466666666666667,-0.008333333333333415,-0.013333333333333308,-0.022222222222222254,0.0,0.0,0.0
KNN-10,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7333333333333333,0.7466666666666667,-0.0016666666666667052,-0.002666666666666706,-0.004444444444444473,0.0,0.0,0.0
KNN-20,OSTEO,allpain_v_duloxetine,0.7466666666666667,,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.0,0.0,0.0,0.0,0.0,0.0
