Algorithm,Dataset,Comparison,Raw Eigs,Unfolded,Largest,Largest20,Noise,Noise (shift),Brody,Rigidity,Levelvar,Guess,Mean (all),Mean (obs),Mean (spec),Max (all),Max (obs),Max (spec)
KNN-20,LEARNING,rest_v_task,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.0864197530864198,-0.15555555555555556,-0.2592592592592592,0.0,0.0,0.0
Logistic Regression,OSTEO,allpain_v_nopain,0.5789473684210527,,0.7368421052631579,0.6973684210526315,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,-0.024671052631578982,0.0,0.0,0.0,0.0,0.0
LDA,OSTEO,allpain_v_nopain,0.4868421052631579,,0.75,0.7105263157894737,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5394736842105263,0.35526315789473684,0.7368421052631579,-0.10526315789473673,-0.11578947368421055,-0.19298245614035092,0.013157894736842146,0.0,0.0
SVM,OSTEO,allpain_v_nopain,0.7368421052631579,,0.75,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0,-0.0026315789473684292,0.0,0.013157894736842146,0.0,0.0
KNN-1,OSTEO,allpain_v_nopain,0.6973684210526315,,0.6973684210526315,0.6973684210526315,0.6447368421052632,0.6052631578947368,0.2631578947368421,0.618421052631579,0.5526315789473685,0.7368421052631579,-0.13980263157894735,-0.19999999999999984,-0.2587719298245614,-0.03947368421052633,-0.09210526315789469,-0.11842105263157887
KNN-2,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.6578947368421053,0.75,0.7368421052631579,-0.009868421052631526,-0.015789473684210464,-0.021929824561403466,0.013157894736842146,0.013157894736842146,0.013157894736842146
KNN-3,OSTEO,allpain_v_nopain,0.6578947368421053,,0.7368421052631579,0.6578947368421053,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.6052631578947368,0.6973684210526315,0.7368421052631579,-0.042763157894736836,-0.0368421052631579,-0.05701754385964919,0.0,0.0,0.0
KNN-4,OSTEO,allpain_v_nopain,0.7368421052631579,,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6842105263157895,0.7763157894736842,0.7368421052631579,-0.00328947368421062,-0.0026315789473684292,-0.004385964912280715,0.03947368421052633,0.03947368421052633,0.03947368421052633
KNN-5,OSTEO,allpain_v_nopain,0.7105263157894737,,0.6842105263157895,0.7105263157894737,0.7368421052631579,0.7236842105263158,0.7368421052631579,0.631578947368421,0.7631578947368421,0.7368421052631579,-0.02467105263157887,-0.018421052631579005,-0.026315789473684292,0.026315789473684292,0.026315789473684292,0.026315789473684292
KNN-6,OSTEO,allpain_v_nopain,0.7105263157894737,,0.7236842105263158,0.7236842105263158,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.6973684210526315,0.7763157894736842,0.7368421052631579,-0.006578947368421018,-1.1102230246251565e-16,0.0,0.03947368421052633,0.03947368421052633,0.03947368421052633
KNN-7,OSTEO,allpain_v_nopain,0.6842105263157895,,0.7763157894736842,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.631578947368421,0.75,0.7368421052631579,-0.019736842105263164,-0.018421052631578894,-0.030701754385964897,0.03947368421052633,0.013157894736842146,0.013157894736842146
KNN-8,OSTEO,allpain_v_nopain,0.6842105263157895,,0.75,0.6842105263157895,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7105263157894737,0.7763157894736842,0.7368421052631579,-0.009868421052631637,0.002631578947368318,0.004385964912280604,0.03947368421052633,0.03947368421052633,0.03947368421052633
